# Von Uli Sutor gemessene Beziehung der zwischen Reibung und Geschwindigkeit
0.60    1.49e-2
0.70    1.64e-2
0.88    1.26e-2
1.06    9.95e-3
1.31    6.72e-3
1.44    8.60e-3
1.70    6.59e-3
1.71    8.20e-3
1.73    9.95e-3
2.29    9.95e-3
2.69    1.29e-2
3.29    1.51e-2
3.98    2.19e-2
